scene,listener,system,mbstoi
S09833,L0235,E013,0.765181270112176
S08686,L0206,E013,0.498567186749482
S09067,L0225,E013,0.6173061230821
S08627,L0215,E013,0.778124286919613
S09158,L0239,E013,0.696306575910524
S09067,L0219,E013,0.597245299657052
S08973,L0225,E013,0.615971037355514
S09573,L0224,E013,0.599777882280343
S09228,L0215,E013,0.761723164006902
S08899,L0209,E013,0.813283879693208
S09363,L0202,E013,0.733301959254169
S09945,L0217,E013,0.694166698340577
S08685,L0236,E013,0.51868592659625
S09314,L0229,E013,0.709380636501904
S08725,L0200,E013,0.654287314690454
S09877,L0220,E013,0.76492670635364
S08853,L0215,E013,0.814922049348608
S08713,L0209,E013,0.750864502899961
S08800,L0218,E013,0.642517958925351
S09264,L0208,E013,0.811976663202839
S09040,L0227,E013,0.641972812768298
S09188,L0216,E013,0.545061837131458
S09193,L0242,E013,0.583207193463608
S09231,L0202,E013,0.684807186148972
S09606,L0217,E013,0.639894333835392
S08600,L0202,E013,0.722833704882138
S08794,L0242,E013,0.594054787654132
S09827,L0224,E013,0.566645995053699
S09426,L0241,E013,0.586491437132729
S09321,L0229,E013,0.798260133011664
S09264,L0209,E013,0.76936238925278
S09770,L0218,E013,0.537741284147176
S08952,L0231,E013,0.674113786232187
S09308,L0218,E013,0.602619569164928
S09515,L0229,E013,0.734941293347641
S09913,L0200,E013,0.727974387683772
S09625,L0240,E013,0.580820691626814
S08653,L0227,E013,0.608306094558767
S09450,L0235,E013,0.743200389672102
S09666,L0235,E013,0.736191327755582
S09574,L0241,E013,0.811473295337268
S08899,L0208,E013,0.85771860368537
S09338,L0202,E013,0.792913517540901
S08660,L0235,E013,0.81436456675171
S08546,L0209,E013,0.786912424167707
S08636,L0221,E013,0.792369512306492
S09317,L0236,E013,0.600500343330615
S09767,L0212,E013,0.776565818257933
S08961,L0221,E013,0.604622862396656
S09844,L0231,E013,0.626782018531942
S09509,L0227,E013,0.672034452080235
S09082,L0208,E013,0.748118661757895
S09857,L0241,E013,0.770252098390018
S09627,L0215,E013,0.744932417559308
S09593,L0216,E013,0.783697357014799
S09593,L0202,E013,0.798586762783468
S09259,L0212,E013,0.696385201186135
S09259,L0206,E013,0.583847131616018
S09377,L0229,E013,0.579072169543422
S09707,L0225,E013,0.633475383455938
S09707,L0219,E013,0.627211807470845
S09245,L0222,E013,0.757840824621749
S09101,L0240,E013,0.684790341278476
S09073,L0236,E013,0.592985120872649
S09480,L0221,E013,0.65473797960239
S09641,L0224,E013,0.697645290550073
S08732,L0236,E013,0.559416823558887
S09961,L0227,E013,0.641983576324968
S09860,L0216,E013,0.742914168051569
S09246,L0217,E013,0.573318799871614
S08807,L0242,E013,0.502695819337628
S09061,L0218,E013,0.706046662735954
S09777,L0243,E013,0.662604218040943
S09136,L0217,E013,0.724837698160438
S08901,L0217,E013,0.736348866784363
S09156,L0220,E013,0.781390890610432
S09069,L0200,E013,0.761976506997755
S09397,L0219,E013,0.564829675090019
S09803,L0201,E013,0.681517918978084
S09082,L0209,E013,0.763985504533033
S08795,L0236,E013,0.645618405248208
S09790,L0202,E013,0.713673684129963
S09790,L0216,E013,0.73642908087776
S09488,L0239,E013,0.720908030850223
S08939,L0201,E013,0.663231146364362
S09589,L0208,E013,0.563087608711982
S08869,L0219,E013,0.684512713077698
S09615,L0202,E013,0.760044662770968
S08690,L0224,E013,0.629083233118229
S08875,L0201,E013,0.686273772405341
S09277,L0221,E013,0.764366314911539
S09280,L0218,E013,0.693183931794388
S09476,L0208,E013,0.819232803214707
S09255,L0200,E013,0.649473885274888
S09857,L0227,E013,0.660540841042863
S09780,L0209,E013,0.740527221455725
S09922,L0235,E013,0.570635566780705
S08574,L0222,E013,0.799079292618584
S08735,L0209,E013,0.600826158107001
S09396,L0235,E013,0.818447580905758
S09977,L0202,E013,0.622237164223853
S09553,L0236,E013,0.518087090302181
S09977,L0216,E013,0.64180219220345
S09831,L0202,E013,0.698320752284069
S09831,L0216,E013,0.679981081470353
S09276,L0243,E013,0.656230696662014
S09586,L0206,E013,0.487190557974762
S09288,L0229,E013,0.762406624619931
S09030,L0218,E013,0.631046034742587
S08765,L0225,E013,0.640508851359829
S08590,L0242,E013,0.454575097120196
S08820,L0222,E013,0.717815673269437
S08765,L0219,E013,0.637178367079938
S09476,L0209,E013,0.803988229823319
S08911,L0221,E013,0.568310385246703
S09500,L0239,E013,0.635704032949588
S09862,L0225,E013,0.729230921799838
S09862,L0219,E013,0.713218567535107
S09086,L0215,E013,0.662588879756314
S09088,L0222,E013,0.726706751486497
S09812,L0242,E013,0.514621047965506
S09459,L0215,E013,0.816549477178342
S09577,L0206,E013,0.542273769842901
S09094,L0206,E013,0.556374191755178
S09398,L0201,E013,0.656206281884192
S08929,L0221,E013,0.684284147430295
S09529,L0208,E013,0.81304649891141
S08931,L0240,E013,0.674122899325327
S09903,L0222,E013,0.538072477304575
S09426,L0227,E013,0.465600652263612
S09646,L0225,E013,0.682895447640865
S08785,L0217,E013,0.689604435208278
S09646,L0231,E013,0.679500954687935
S09078,L0242,E013,0.498369674616053
S08890,L0229,E013,0.827518594892616
S09574,L0227,E013,0.66921389293358
S09828,L0202,E013,0.800806714129689
S09828,L0216,E013,0.791491326804456
S09655,L0241,E013,0.798687499517154
S09265,L0218,E013,0.690193350802316
S09884,L0216,E013,0.801662305081305
S09339,L0217,E013,0.570837683786734
S08929,L0218,E013,0.594011543291527
S09893,L0236,E013,0.619240705546848
S08742,L0224,E013,0.555010688910287
S09922,L0227,E013,0.488846527014269
S09065,L0201,E013,0.750985557151832
S09952,L0241,E013,0.768889895422767
S09208,L0201,E013,0.716475335874068
S08905,L0227,E013,0.660192399470306
S09765,L0224,E013,0.447906867511958
S09451,L0235,E013,0.805500338263106
S09154,L0217,E013,0.680007953271749
S08935,L0229,E013,0.7083062727053
S09911,L0220,E013,0.821282930546217
S09029,L0221,E013,0.775836701650579
S09776,L0240,E013,0.67566555908018
S09446,L0201,E013,0.762942455615911
S09332,L0212,E013,0.602434003853378
S08529,L0235,E013,0.707361579452696
S09714,L0222,E013,0.615279354500065
S09277,L0218,E013,0.637261757199948
S08508,L0220,E013,0.779203454706338
S09971,L0215,E013,0.509584329101995
S09280,L0221,E013,0.729815355076437
S09448,L0220,E013,0.712490052206257
S09628,L0222,E013,0.797391180552142
S09846,L0239,E013,0.775579836474825
S09250,L0222,E013,0.8282583890146
S09715,L0241,E013,0.717910580554249
S08809,L0217,E013,0.659726359501233
S08844,L0241,E013,0.738361053642394
S08818,L0224,E013,0.561955971984852
S09502,L0240,E013,0.658155993044273
S08566,L0208,E013,0.672717864681165
S08628,L0218,E013,0.709970247206845
S09271,L0222,E013,0.617359265679953
S09928,L0242,E013,0.629560318605666
S08895,L0220,E013,0.694586570779909
S09049,L0201,E013,0.743205114581387
S09080,L0229,E013,0.844398405074967
S09673,L0236,E013,0.605206836673504
S09161,L0229,E013,0.727541535337952
S08780,L0222,E013,0.751900025340023
S09274,L0208,E013,0.758141491764069
S08766,L0231,E013,0.689163594576867
S08766,L0225,E013,0.616837131074973
S09684,L0202,E013,0.762724093412209
S09634,L0236,E013,0.580550101338386
S09128,L0236,E013,0.466640622136207
S09866,L0243,E013,0.619189238437036
S08862,L0200,E013,0.759551871013837
S09288,L0235,E013,0.776896963165621
S08652,L0215,E013,0.726631702644
S08689,L0206,E013,0.599457387795313
S09387,L0227,E013,0.553208370865547
S09297,L0224,E013,0.551254192423182
S08566,L0239,E013,0.647330900397552
S09396,L0229,E013,0.79086644719662
S09571,L0222,E013,0.601421033231428
S09092,L0236,E013,0.567427502780919
S09681,L0224,E013,0.565124191341629
S08759,L0242,E013,0.558234592191014
S09846,L0208,E013,0.776868345124903
S08722,L0209,E013,0.758817889983364
S08949,L0235,E013,0.874393492262823
S09107,L0201,E013,0.744311491596098
S09029,L0212,E013,0.688804789458093
S09870,L0229,E013,0.762639097377057
S08836,L0240,E013,0.649699958670502
S09332,L0221,E013,0.610450775821153
S09274,L0209,E013,0.735880842321962
S09935,L0209,E013,0.745247805786622
S08594,L0227,E013,0.688448087002016
S09626,L0218,E013,0.625402369149912
S08645,L0236,E013,0.506141329493723
S09071,L0231,E013,0.767633454816909
S08779,L0222,E013,0.731088480624047
S09616,L0200,E013,0.715004055952515
S09613,L0227,E013,0.695609990761282
S08644,L0241,E013,0.827176962592683
S08889,L0236,E013,0.620366849997505
S09669,L0227,E013,0.678782756708503
S08555,L0229,E013,0.837296774869634
S08837,L0221,E013,0.783735791186804
S09011,L0206,E013,0.627462464205165
S09011,L0212,E013,0.739925367489731
S09733,L0217,E013,0.793237951395011
S08558,L0202,E013,0.840941370437369
S09000,L0209,E013,0.795031216868761
S08843,L0216,E013,0.663459996005218
S09452,L0225,E013,0.61407266156647
S09034,L0242,E013,0.640158522457049
S09452,L0231,E013,0.566506843252043
S08891,L0243,E013,0.713896401400122
S08950,L0235,E013,0.786947081252281
S09325,L0216,E013,0.690567162899758
S08682,L0200,E013,0.635306880873264
S08983,L0202,E013,0.60498808557013
S08791,L0236,E013,0.587518181013689
S09346,L0215,E013,0.796489064424105
S09670,L0225,E013,0.744287445850027
S09908,L0217,E013,0.649183819616358
S09203,L0219,E013,0.673370259767562
S09580,L0227,E013,0.597811505623606
S09345,L0231,E013,0.67136646501872
S09515,L0242,E013,0.597878988265852
S09069,L0240,E013,0.646931371286366
S08816,L0231,E013,0.718231549687869
S09451,L0229,E013,0.781326474906458
S08794,L0229,E013,0.777332973362072
S09175,L0236,E013,0.549026356398876
S08837,L0218,E013,0.685204126217602
S09321,L0242,E013,0.563636501754987
S08512,L0209,E013,0.611658374006422
S09227,L0202,E013,0.718153947857264
S09101,L0200,E013,0.766116350652105
S09227,L0216,E013,0.778003332803943
S09470,L0201,E013,0.546664911636456
S09193,L0229,E013,0.762866425744971
S08887,L0239,E013,0.635390901947116
S09529,L0239,E013,0.745653279320778
S09689,L0206,E013,0.585644714330589
S09689,L0212,E013,0.748383859579773
S09717,L0209,E013,0.812272199039049
S08949,L0227,E013,0.702294281799524
S09861,L0220,E013,0.689623509519661
S09140,L0222,E013,0.795825811941026
S08903,L0215,E013,0.616468048454255
S09402,L0225,E013,0.675319261997792
S09402,L0231,E013,0.667789469930661
S09753,L0218,E013,0.510178270955144
S09500,L0208,E013,0.707893835078909
S09382,L0239,E013,0.714893999982562
S08703,L0224,E013,0.560431321955641
S08532,L0240,E013,0.615402884464776
S09625,L0200,E013,0.695777926621718
S09209,L0241,E013,0.761828175855094
S09386,L0241,E013,0.794056642127131
S09080,L0235,E013,0.870309315001931
S09362,L0220,E013,0.772131613223101
S08883,L0243,E013,0.613304017257113
S09205,L0209,E013,0.641422794629013
S09678,L0212,E013,0.726125332502507
S09164,L0206,E013,0.58815026109634
S09678,L0206,E013,0.553542431547125
S08750,L0215,E013,0.651107275438031
S08616,L0201,E013,0.677816483821352
S08651,L0231,E013,0.709145424317739
S09047,L0217,E013,0.686390119523943
S09343,L0220,E013,0.710623053583053
S09205,L0208,E013,0.676654254483607
S09377,L0242,E013,0.503369203457856
S09676,L0224,E013,0.51421739142629
S08950,L0227,E013,0.607872671275476
S08637,L0215,E013,0.739000303242334
S08727,L0217,E013,0.750936463237665
S08725,L0240,E013,0.627240547430904
S09533,L0231,E013,0.747044895615869
S09964,L0242,E013,0.586377838943707
S09196,L0231,E013,0.63520739366239
S08529,L0229,E013,0.670464969937461
S09306,L0209,E013,0.78343786305249
S09677,L0220,E013,0.708537004767389
S09649,L0231,E013,0.569995689107298
S09649,L0225,E013,0.563019985996796
S09155,L0219,E013,0.718151739030649
S09589,L0239,E013,0.541531651212532
S08965,L0241,E013,0.724975030538608
S08854,L0242,E013,0.47653930357064
S09342,L0218,E013,0.473490480891395
S09920,L0208,E013,0.721617399835335
S09386,L0227,E013,0.706119931661634
S09209,L0227,E013,0.648666823316639
S09824,L0222,E013,0.771331599733058
S08767,L0219,E013,0.661462717752054
S09366,L0216,E013,0.652318848017484
S08793,L0200,E013,0.658400049022992
S08931,L0200,E013,0.740254928392025
S09915,L0220,E013,0.806032656174828
S09740,L0219,E013,0.670024352417313
S09740,L0225,E013,0.700004847383628
S08683,L0217,E013,0.797179700018477
S09620,L0240,E013,0.658074221062458
S09510,L0201,E013,0.78166633381896
S08745,L0239,E013,0.80472339283425
S08943,L0225,E013,0.665393696669872
S09920,L0209,E013,0.6929334646898
S08943,L0231,E013,0.650710249268132
S09543,L0224,E013,0.517381220435269
S09919,L0240,E013,0.556774113638319
S09923,L0215,E013,0.685906489986848
S09144,L0217,E013,0.703117952583211
S09485,L0236,E013,0.642357290594998
S09152,L0242,E013,0.614844111513616
S08613,L0243,E013,0.631541970990192
S08578,L0217,E013,0.624650486015107
S09833,L0229,E013,0.734178145251623
S09759,L0224,E013,0.522735030247054
S09767,L0221,E013,0.818275059934124
S08961,L0212,E013,0.559049091349142
S08890,L0242,E013,0.65669208129944
S09580,L0241,E013,0.731846229744283
S09907,L0219,E013,0.626890323213896
S09899,L0202,E013,0.67518240852912
S09907,L0225,E013,0.631428248854827
S08971,L0242,E013,0.573685386391837
S09199,L0201,E013,0.776206945879939
S09554,L0206,E013,0.651559926838539
S08778,L0222,E013,0.693191400999505
S08782,L0218,E013,0.755511676035928
S09716,L0224,E013,0.631335683847585
S08959,L0239,E013,0.37017194553244
S09480,L0212,E013,0.61267029536017
S09819,L0239,E013,0.674591216349388
S08710,L0218,E013,0.585547926583085
S09752,L0221,E013,0.781890427034618
S08790,L0236,E013,0.529913276586624
S09546,L0200,E013,0.637309830184062
S09270,L0239,E013,0.709128390932138
S09596,L0217,E013,0.676801079948361
S08817,L0221,E013,0.641955648868113
S09621,L0220,E013,0.787886207120078
S09865,L0216,E013,0.7096314300416
S08743,L0215,E013,0.488565159613879
S09969,L0218,E013,0.691043942241608
S09811,L0235,E013,0.792147918381048
S09525,L0217,E013,0.649298193469706
S09158,L0208,E013,0.765382756321413
S08510,L0201,E013,0.722630111101369
S09666,L0229,E013,0.691272463131477
S09613,L0241,E013,0.800081167308872
S08935,L0242,E013,0.608347943477834
S08753,L0241,E013,0.814623841501271
S09315,L0243,E013,0.590686758337152
S09519,L0241,E013,0.812042195319533
S09669,L0241,E013,0.776316402087199
S08710,L0221,E013,0.579221336594343
S09752,L0218,E013,0.701850144372366
S08576,L0224,E013,0.629663767156914
S08867,L0243,E013,0.698557143669245
S09314,L0235,E013,0.744022029222155
S08554,L0239,E013,0.732416118687857
S09837,L0241,E013,0.74007530355516
S09892,L0216,E013,0.65963008633137
S08817,L0218,E013,0.714701632024443
S08956,L0240,E013,0.614970165068097
S09969,L0221,E013,0.770924603046203
S09341,L0201,E013,0.753551069400944
S09161,L0242,E013,0.540492503860555
S09776,L0200,E013,0.789019059445899
S09438,L0239,E013,0.62154646475269
S08897,L0208,E013,0.677927223584709
S09261,L0219,E013,0.60359711829596
S09261,L0225,E013,0.659031398447232
S09928,L0229,E013,0.786876793196681
S08993,L0236,E013,0.482738065083668
S08561,L0206,E013,0.511352453324883
S08723,L0225,E013,0.762238795356996
S09542,L0243,E013,0.674702253117368
S09387,L0241,E013,0.671247124952487
S08723,L0219,E013,0.722559872426481
S08658,L0201,E013,0.727712627634933
S08702,L0231,E013,0.742934225973868
S08702,L0225,E013,0.73360502215335
S09111,L0224,E013,0.627897382513202
S08707,L0216,E013,0.812978478451295
S08897,L0209,E013,0.716347924688994
S08582,L0216,E013,0.72841255438513
S08614,L0208,E013,0.774121069948613
S09540,L0215,E013,0.735397781518714
S09406,L0215,E013,0.70290682102939
S08594,L0241,E013,0.80033458481194
S09317,L0227,E009,0.648870743233507
S09540,L0218,E009,0.611591914957134
S09844,L0208,E009,0.791029631147062
S09386,L0212,E009,0.783927322660144
S09866,L0229,E009,0.709108513446976
S09209,L0212,E009,0.720746595220696
S08798,L0219,E009,0.620174033545883
S08751,L0219,E009,0.627044957926468
S09142,L0224,E009,0.599225869542638
S08759,L0201,E009,0.583995961121236
S09780,L0242,E009,0.656291618726745
S08735,L0242,E009,0.563314398789504
S09276,L0235,E009,0.779975792480052
S09073,L0227,E009,0.742968858624401
S08815,L0241,E009,0.830173459612705
S08732,L0227,E009,0.656712086082039
S09952,L0218,E009,0.711289301317344
S09553,L0241,E009,0.681584549094925
S09188,L0239,E009,0.658040540243724
S09678,L0240,E009,0.622790598297746
S08540,L0236,E009,0.57511913323911
S09510,L0220,E009,0.798564043610996
S08795,L0227,E009,0.678168745686728
S09314,L0206,E009,0.614517272665317
S09844,L0209,E009,0.757792989077046
S09621,L0216,E009,0.819699695445764
S09865,L0208,E009,0.757236920126915
S09621,L0202,E009,0.82261044848362
S09776,L0231,E009,0.720696812267253
S09655,L0221,E009,0.770197565221728
S08998,L0215,E009,0.723510113423799
S09677,L0202,E009,0.645694792554014
S09790,L0239,E009,0.723660745399623
S08916,L0224,E009,0.572536288294659
S08685,L0227,E009,0.58517767668188
S09689,L0240,E009,0.659882247051162
S08606,L0215,E009,0.795816106326663
S08952,L0209,E009,0.780916929032251
S09715,L0218,E009,0.631113537700431
S09564,L0215,E009,0.769001093429126
S09366,L0208,E009,0.619691412805442
S09502,L0231,E009,0.710675071342608
S09860,L0239,E009,0.712833811344004
S08844,L0218,E009,0.693364335433009
S08997,L0241,E009,0.691362312281535
S09502,L0225,E009,0.72161572391098
S09259,L0200,E009,0.754622473842871
S09199,L0220,E009,0.81262517788184
S09034,L0201,E009,0.815283698299596
S08891,L0229,E009,0.847694777370848
S09915,L0202,E009,0.779763628714794
S09915,L0216,E009,0.760718261765792
S09641,L0222,E009,0.826903054597968
S09704,L0216,E009,0.801268291476216
S08923,L0224,E009,0.676744790741376
S09593,L0239,E009,0.821325656388191
S09894,L0235,E009,0.875169580400633
S08952,L0208,E009,0.806712597964266
S09317,L0235,E009,0.787835859472517
S09862,L0243,E009,0.736386414532695
S08510,L0220,E009,0.740449668974207
S08614,L0217,E009,0.770966324588761
S09793,L0208,E009,0.574549481600051
S08901,L0215,E009,0.722676467723513
S08771,L0241,E009,0.821847385844654
S09893,L0241,E009,0.821071669293476
S09715,L0221,E009,0.697898969886225
S09136,L0215,E009,0.758957270639275
S08844,L0221,E009,0.805915077700713
S09827,L0219,E009,0.701342699653666
S09281,L0222,E009,0.851392836981769
S09073,L0235,E009,0.887604823909617
S09904,L0209,E009,0.732622677812636
S09904,L0208,E009,0.749161996063012
S09011,L0240,E009,0.711549301653812
S08732,L0235,E009,0.812494474625354
S09321,L0201,E009,0.85559021321745
S08781,L0209,E009,0.751406570120006
S08707,L0208,E009,0.877576516440486
S09515,L0201,E009,0.81300624296108
S09793,L0209,E009,0.535897309135045
S09308,L0224,E009,0.534832907585428
S08897,L0217,E009,0.699260626289782
S09436,L0239,E009,0.74689570615418
S08582,L0208,E009,0.726162222678492
S09573,L0219,E009,0.682487089715519
S09341,L0220,E009,0.80618315015596
S09856,L0222,E009,0.809233770277956
S08869,L0243,E009,0.768447988627208
S09378,L0241,E009,0.587632109392302
S09964,L0201,E009,0.797864600342111
S09923,L0218,E009,0.707779334663509
S08752,L0200,E009,0.726418677652507
S08575,L0227,E009,0.742721728805536
S09029,L0240,E009,0.616624412416372
S09460,L0239,E009,0.779088630216629
S09913,L0216,E009,0.805224654647965
S08969,L0239,E009,0.809533531779635
S09777,L0242,E009,0.629695880687138
S08883,L0229,E009,0.763371236296531
S09018,L0239,E009,0.834851856236216
S09951,L0200,E009,0.654411498469949
S09377,L0201,E009,0.641029080921767
S08537,L0219,E009,0.690159807860156
S08537,L0225,E009,0.695158166462576
S09248,L0209,E009,0.818641435562371
S09245,L0236,E009,0.621072287768026
S09952,L0221,E009,0.818931872052005
S09606,L0215,E009,0.63834105495112
S08931,L0231,E009,0.770109166526123
S09061,L0224,E009,0.644803933854612
S08658,L0220,E009,0.743189562810052
S09894,L0227,E009,0.746571326032644
S09282,L0200,E009,0.808387515467483
S08765,L0243,E009,0.668522206429493
S09945,L0215,E009,0.672101219574768
S09892,L0208,E009,0.706599789050254
S09811,L0206,E009,0.515486542918707
S09655,L0218,E009,0.703519655712059
S09972,L0243,E009,0.675441837294664
S09158,L0217,E009,0.723716269798786
S08686,L0200,E009,0.656649189181922
S09719,L0224,E009,0.64350763518281
S09262,L0242,E009,0.555299995220437
S08575,L0241,E009,0.857172589467552
S08579,L0221,E009,0.834470761015996
S08574,L0236,E009,0.651354035112608
S08785,L0215,E009,0.719064375232084
S08843,L0208,E009,0.748606853971878
S09707,L0243,E009,0.687539292011084
S09387,L0212,E009,0.651444536665054
S09765,L0222,E009,0.606088215939689
S08905,L0221,E009,0.750330371205012
S09325,L0208,E009,0.789366855870502
S09030,L0224,E009,0.586650265510155
S09181,L0221,E009,0.820948914762121
S09397,L0243,E009,0.703162022231521
S08820,L0236,E009,0.544740018840343
S09107,L0220,E009,0.766363032390257
S09625,L0231,E009,0.667632373338246
S09673,L0227,E009,0.665768625780427
S08854,L0201,E009,0.679216128220789
S09684,L0222,E009,0.822946396252303
S09234,L0241,E009,0.723463943861381
S09884,L0239,E009,0.824009777620328
S09463,L0242,E009,0.556184743677559
S08594,L0212,E009,0.787026935970665
S08613,L0229,E009,0.702101202982969
S09579,L0225,E009,0.706824308626421
S08973,L0243,E009,0.584943938490748
S09579,L0219,E009,0.696796476352048
S08983,L0222,E009,0.735791451875783
S09088,L0236,E009,0.549970101903504
S09846,L0217,E009,0.767093822230206
S09080,L0206,E009,0.647116284774188
S09613,L0212,E009,0.807408653759788
S09893,L0227,E009,0.693088283176099
S09669,L0212,E009,0.765875139467938
S08818,L0222,E009,0.817848929167234
S09214,L0235,E009,0.88070589787976
S09101,L0231,E009,0.727670017410902
S08558,L0222,E009,0.855833169144964
S09903,L0236,E009,0.541514265131873
S08625,L0235,E009,0.833914791598892
S08971,L0201,E009,0.763669684831129
S09255,L0216,E009,0.703346903084277
S08890,L0201,E009,0.816825043503875
S09125,L0202,E009,0.847013101318717
S09125,L0216,E009,0.844729712363818
S09818,L0224,E009,0.616203486668055
S08922,L0224,E009,0.642697059277503
S09152,L0201,E009,0.741832431880797
S09274,L0217,E009,0.616768716465858
S09265,L0224,E009,0.640499302019381
S09637,L0231,E009,0.646014500452956
S09637,L0225,E009,0.663325467186078
S08690,L0222,E009,0.844726217797642
S09346,L0218,E009,0.699131323053892
S08685,L0241,E009,0.662192125225579
S09580,L0212,E009,0.626051831128345
S09857,L0221,E009,0.864261913840975
S08713,L0242,E009,0.584947614083585
S09288,L0206,E009,0.565055060116056
S09362,L0202,E009,0.798524043689212
S09362,L0216,E009,0.802248502351204
S09646,L0209,E009,0.750781344671426
S09205,L0217,E009,0.620201117755727
S09315,L0229,E009,0.703852532686528
S09831,L0239,E009,0.66555258794251
S09977,L0239,E009,0.659094015285897
S09480,L0240,E009,0.576128789768788
S09343,L0216,E009,0.626603717772406
S09586,L0200,E009,0.608217623407979
S09352,L0225,E009,0.767258070946109
S09343,L0202,E009,0.637848951346566
S09470,L0220,E009,0.586159787510661
S08809,L0215,E009,0.751706664863851
S09352,L0219,E009,0.741025225555388
S08742,L0219,E009,0.689858282041632
S08935,L0201,E009,0.758592228068813
S08867,L0229,E009,0.807218864661859
S08949,L0212,E009,0.833081720078436
S08949,L0206,E009,0.674142374834919
S09673,L0235,E009,0.794365797838226
S08961,L0240,E009,0.632107005783444
S09298,L0243,E009,0.669319662879912
S09067,L0243,E009,0.565142099199591
S08546,L0242,E009,0.633143569535458
S09500,L0217,E009,0.722563180015773
S09828,L0239,E009,0.826948373251991
S09714,L0236,E009,0.56963984043455
S09094,L0200,E009,0.769296649960061
S09577,L0200,E009,0.643653781721302
S09628,L0236,E009,0.631327159532148
S08579,L0218,E009,0.740847648007482
S09250,L0236,E009,0.625467712559642
S09154,L0215,E009,0.781119760298095
S09542,L0229,E009,0.716445658202816
S08616,L0220,E009,0.6739258995779
S08628,L0224,E009,0.673668296415754
S09271,L0236,E009,0.650370202951064
S09553,L0227,E009,0.624841610365405
S09426,L0221,E009,0.745847667851652
S08652,L0218,E009,0.682198802100826
S08950,L0212,E009,0.806572162335111
S08950,L0206,E009,0.673144524141306
S08862,L0231,E009,0.699609175272239
S09181,L0218,E009,0.714262491457118
S09339,L0215,E009,0.735280040485804
S09861,L0202,E009,0.850856832410745
S08795,L0241,E009,0.803188488299522
S08780,L0236,E009,0.632622715854775
S09161,L0201,E009,0.721601623921234
S09574,L0221,E009,0.78532032291168
S09306,L0242,E009,0.637242154586426
S09196,L0209,E009,0.737329036090088
S08875,L0220,E009,0.73002277990074
S09533,L0209,E009,0.827696518975636
S09261,L0243,E009,0.679771158963792
S09580,L0221,E009,0.668386085565846
S08682,L0216,E009,0.737131407772382
S09857,L0212,E009,0.812509990431365
S08753,L0218,E009,0.757544368606963
S08889,L0235,E009,0.841992913404305
S09519,L0218,E009,0.73346560100013
S08651,L0209,E009,0.831274728230709
S08723,L0243,E009,0.738331571152408
S09227,L0239,E009,0.799703174346969
S09733,L0215,E009,0.813913015276094
S08651,L0208,E009,0.859245901160548
S09259,L0240,E009,0.665720954172164
S09571,L0236,E009,0.621050388034877
S09451,L0206,E009,0.622559334415573
S09529,L0217,E009,0.741776273591916
S09689,L0200,E009,0.797650468064111
S09616,L0216,E009,0.832024509139706
S09971,L0218,E009,0.555568780052034
S09837,L0218,E009,0.690900548770966
S08791,L0235,E009,0.818798968594755
S09533,L0208,E009,0.844897241036451
S09615,L0222,E009,0.780539061759563
S09196,L0208,E009,0.778117714064521
S09767,L0240,E009,0.676001531631938
